"date" "polarity" "state" "text"
"232" 2019-02-02 0.483333333333333 "NJ" "Okay ngl @demi_burnett is really stepping up in this episode, YOU GO, get that rose!"
"233" 2019-02-03 0.333333333333333 "AR" "@demi_burnett me and you both. But you can still catch me at a super bowl party eating all the food"
"234" 2019-02-03 0 "NJ" "@demi_burnett whyyyyy"
"235" 2019-02-03 0 "IA" "@demi_burnett Pizza"
"236" 2019-02-04 0.5 "FL" "Hopefully tonight is the night @colton clears that fence like a champ and my all time favorite @CassieRandolph gets… https://t.co/8GGf2WWu5E"
"237" 2019-02-04 0 "IL" "@demi_burnett your bio is trash"
"238" 2019-02-04 0 "PA" "tonight is @CassieRandolph &amp; @colton one on one date on @BachelorABC !!! i’ve been waiting for this all season so f… https://t.co/iOoqjoooDB"
"239" 2019-02-10 0.7 "PA" "My girls and my niece worked out with coltonunderwood today for a good cause coltonslegacy @bachelorabc @ Universit… https://t.co/X1aOWhQS8T"
"240" 2019-02-10 0.8 "IN" "If @demi_burnett doesn’t win the bachelor, I’m fighting everyone."
"241" 2019-02-10 0.266666666666667 "AL" "I had a dream last night me &amp; @CassieRandolph met on a beach trip, hungout the whole week, but then I woke up &amp; broke my own heart 😂😂"
"242" 2019-02-10 0.1 "AL" "I had a dream last night me &amp; @CassieRandolph met on a beach trip, hungout the whole week, but then I woke up &amp; bro… https://t.co/5h4MD35Jic"
"243" 2019-02-10 0.3 "OK" "can’t wait until @CassieRandolph wins the bachelor #TeamCASSIE"
"244" 2019-02-11 0 "TX" "Me waking up on bachelor Monday #TheBachelor @demi_burnett https://t.co/oJqyLJdOwq"
"245" 2019-02-11 -0.155555555555556 "TX" "i can’t wait to see @demi_burnett throw down tonight 🥊"
"246" 2019-02-11 0.5 "TX" "@demi_burnett I love you, you’re a queen"
"247" 2019-02-11 0.5 "TX" "I love Monday’s now because I get to see my favorite trio @demi_burnett and both Hannah’s❤️ #TheBachelor"
"248" 2019-02-11 0 "MI" "If this doesn’t happen tonight. . .

I’ll tune in next week. 🤷🏼‍♀️🌹#thebachelor"
"249" 2019-02-11 0.5 "TX" "I’ve been binge watching The Bachelor and I think I’ve fallen in love with @demi_burnett"
"250" 2019-02-11 0.25 "TX" "@demi_burnett u look like ur walking slowly thru a haunted house lol"
"251" 2019-02-11 0 "MA" "@demi_burnett #TheBachelor https://t.co/rY6LzC5Xxr"
"252" 2019-02-11 0.333333333333333 "IN" "WILL YOU ACCEPT THIS ROSE? 🌹 Who else is ready for #thebachelor tonight? Cece &amp; I are ready for our weekly watch pa… https://t.co/a2QHumKePj"
"253" 2019-02-11 0 "OH" "@demi_burnett I’ve peaked https://t.co/ShRgk4f8Yb"
"254" 2019-02-11 0 "TX" "guess what y’all?? it’s bachelor night!!! #thebachelor 🌹"
"255" 2019-02-11 0.136363636363636 "NY" "It’s @bachelorabc Monday 🖤🌹 that is all I have to say today... @ New York, New York https://t.co/WqPuKSsnmc"
"256" 2019-02-11 0.3 "FL" "Ugh! Do I keep watching #thebachelor on demand or join in tonight and join the #livetweet fun?? #bachelornation"
"257" 2019-02-12 0 "TN" "@KirpaSudick is stunnnnnnnning"
"258" 2019-02-12 0.625 "NE" "I think Colton was intimidated by @demi_burnett and she deserves better then that!"
"259" 2019-02-12 0 "MS" "@aking025 @demi_burnett Mmmmm. She only starts drama 🤦🏻‍♀️"
"260" 2019-02-12 0 "OR" "Current status: coffee, cuddles, and The Bachelor. 🌹 I’m gonna miss these days. 
.
#thebachelor #bachelornation… https://t.co/brNuccAy62"
"261" 2019-02-12 0 "FL" "mood when @demi_burnett left https://t.co/UJdTiTKCoU"
"262" 2019-02-12 -0.3125 "TX" "I mean, I’d go on a one on one with @demi_burnett 🤷🏼‍♀️"
"263" 2019-02-12 0 "TX" "@demi_burnett DID THAT JUST HAPPEN?! I WAITED UP TILL FOUR AM TO WATCH THIS ON HULU FOR YOU TO BE SENT HOME?!?!?! https://t.co/Oz9as91uZU"
"264" 2019-02-12 0 "WA" "I would like @hellokatiemo to be the next bachelorette please &amp; thank you 🌹"
"265" 2019-02-12 0 "NJ" "I’m no longer watching this season of the #Bachelor now that @demi_burnett is gone. https://t.co/4lTHEBpkW2"
"266" 2019-02-12 0 "CO" "Same though @demi_burnett"
"267" 2019-02-12 0.0666666666666667 "MS" "@aking025 @demi_burnett @hannahkbrown11 Yessss. Love her. But no. Demi is crazy. We all know who wins anyways. 🙄"
"268" 2019-02-12 0 "WY" "@Truly_Eri @demi_burnett @stevie_moyles"
"269" 2019-02-12 0 "CA" "@demi_burnett Big hugs to you darling"
"270" 2019-02-12 0.75 "CA" "@costa1360 @demi_burnett hahahah! Why would that ever be a group date. I was loving it!"
"271" 2019-02-12 0.5 "FL" "@TommyG @demi_burnett Cringeworthy and hilarious"
"272" 2019-02-12 0.05 "NY" "Work got busy so I missed the @demi_burnett scene last night. And just wanna say — #DEMIforBACHELORETTE @BachelorABC https://t.co/qzcPvMBW2T"
"273" 2019-02-12 0 "TX" "@JordanMcCuistio @demi_burnett @dreamboathannie Oh yes you will"
"274" 2019-02-12 -0.4 "IN" "@reelnerdy @superinspired67 @demi_burnett 😂 She needs one now 😭. Poor Demi"
"275" 2019-02-12 0.2 "MO" "@demi_burnett You will find it. It’s a shame producers of the show don’t reveal the real Demi until the end. You AR… https://t.co/hx3gsPCT3O"
"276" 2019-02-12 0.625 "MO" "@CraigSmylie @demi_burnett You should know better and mute everyone like I do!"
"277" 2019-02-12 0.5 "FL" "@demi_burnett you will be missed. Will love to see you in paradise.🌴"
"278" 2019-02-12 0 "MO" "@demi_burnett as the next bachelorette!!!"
"279" 2019-02-12 1 "CO" "@demi_burnett was the best part of #TheBachlor  💔 https://t.co/rMnch6LAgX"
"280" 2019-02-12 0 "MO" "@1111Lauren @demi_burnett Ty for ruining it for me"
"281" 2019-02-12 0 "NE" "Smh why’d Colton do my girl @demi_burnett like that"
"282" 2019-02-12 0.8 "TX" "If @CassieRandolph doesn’t win the bachelor I’ll never watch another season again 🙂"
"283" 2019-02-12 0 "NV" "not going to lie, i cried when @demi_burnett  left 😭😭😭"
"284" 2019-02-12 0.285714285714286 "CA" "@POPSUGAR @CassieRandolph Read Reality Steve and you’ll know if you’re right"
"285" 2019-02-12 0 "IN" "Can we get some justice for @demi_burnett?? Please make her the bachelorette"
"286" 2019-02-12 0.5 "WA" "@demi_burnett YOU DESERVE BETTER GIRL COLTON IS TRASH"
"287" 2019-02-12 0 "NV" "if @CassieRandolph doesn’t get engaged to @colton by the end of this season, I’m never watching this show again 😂"
"288" 2019-02-12 0.333333333333333 "PA" "@demi_burnett  BETTER BE THE NEXT BACHELORETTE / ON PARADISE. love you bitch🍸💕👑💋"
"289" 2019-02-12 0 "NY" "It’s so weird to see ex beauty pageant @caelynnmk  in  this show #TheBachelori .....btw she is the second most beau… https://t.co/hZZCqihXPM"
"290" 2019-02-12 0.225 "TX" "@colton When Colton fronts like he’s ready to get married on #thebachelor.
#hewasntready"
"291" 2019-02-12 0 "TN" "@hellokatiemo gives me bachelorette vibes"
"292" 2019-02-12 0 "GA" "@demi_burnett is such a sweetheart and she deserves the world 🥺💓"
"293" 2019-02-13 0.8 "TX" "@BESTFRIENDSK9 @BachPartyPod @demi_burnett Where’s your picture???? Lol"
"294" 2019-02-13 0 "TX" "LISTEN. I’ve never watched the bachelor but I did this season bc I kept seeing memes about @demi_burnett and was li… https://t.co/qsBKT8vdXt"
"295" 2019-02-13 0.466666666666667 "NV" "@demi_burnett Will you please be my valentine? I’m a nice guy and you deserve better than Colton. You are worth the… https://t.co/ESqynE5AHR"
"296" 2019-02-13 0.3625 "MA" "@demi_burnett It won't be anywhere near as interesting without you there!"
"297" 2019-02-13 0.2 "CA" "Anyways, I’m ready for @demi_burnett to be in Paradise"
"298" 2019-02-13 0 "TX" "@demi_burnett i was only watching this show bc we went to the same college and now ur gone and idk what to do 😭"
"299" 2019-02-13 0 "TX" "@hellokatiemo I’d fill your car up every week"
"300" 2019-02-13 0.846354166666667 "IL" "@SydneyLotuaco thank you for being a strong woman of color role model &amp; speaking your truth!!!"
"301" 2019-02-13 0 "OH" "Read Heather Martin’s follow-up post about Alison’s story here:
https://t.co/bPMHfql7aB
#pregnancyawareness #infantlossawareness"
"302" 2019-02-13 -0.5 "NY" "Poor Kirpa has to go into this date with Colton after Sydney warned him about “the shiny things!” #thebachelor #teamkirpa"
"303" 2019-02-13 -0.125 "IL" "Why spend your time bashing other girls? Didn’t y’all learn from before? #thebachelor https://t.co/ZYpsVk0XjT"
"304" 2019-02-13 0 "TX" "@hellokatiemo it’s his loss sweetheart"
"305" 2019-02-13 0.8 "WI" "hannah b or cassie for the fucking win #thebachelor"
"306" 2019-02-13 0 "IL" "@SydneyLotuaco is a QUEEN &amp; BACHELOR NATION DOESN’T DESERVE HER

thank you for coming to my ted talk"
"307" 2019-02-14 0.2 "ID" "I just watched this week’s Bachelor. @colton you’re a whole dummy for sending @demi_burnett home. Your mistake will… https://t.co/Q5aTkn0FU5"
"308" 2019-02-14 0 "ID" "@demi_burnett"
"309" 2019-02-14 0 "CA" "@ABCNetwork Can we just make @demi_burnett The Bachelorette? Watching #TheBachelor on the DVR and I’m #SHOOK 🥺 She’… https://t.co/K9Aiew1KJW"
"310" 2019-02-14 0 "ID" "@OakmanOakman @colton @demi_burnett https://t.co/xVUh3H3UIB"
"311" 2019-02-14 0.2375 "CA" "@demi_burnett Oh! Em! Gee! Burglary?!? That was an emotional SLAYING! You’re gorgeous and ambitious. Please be the next #Bachelorette 😍"
"312" 2019-02-14 0 "OK" "@demi_burnett Phoenix? Purity ring? Girl can we be friends?"
"313" 2019-02-15 0 "AR" "@hannahg11 finally made a Twitter account 😭🙌🏼"
"314" 2019-02-15 0 "MA" "Omg, @CassieRandolph posted this on Instagram last night!!!
 
See the rest of my work here: https://t.co/dRBVS0JWas… https://t.co/M0JR94GYM9"
"315" 2019-02-15 0 "TX" "@nathantelope @demi_burnett rip queen"
"316" 2019-02-15 0 "MA" "Omg @CassieRandolph posted this on Instagram last night!!!
 
See the rest of my comparisons here:… https://t.co/5ItddddR2u"
"317" 2019-02-15 0 "CO" "@GGL_Lopez @brudd2812 @hannahg11 You miss 100% of the shots you don’t take..."
"318" 2019-02-15 0.6 "FL" "i think @demi_burnett would make an amazing poker tv host"
"319" 2019-02-16 0 "MN" "@AnthonyGrebe @hannahg11 Bro you gotta bring this one in🙏🏼😭"
"320" 2019-02-16 0 "NY" "damn @demi_burnett shoot me a follow too😛 https://t.co/n1CXxV4ZkN"
"321" 2019-02-16 -0.3 "IA" "Colton Underwood says 'Bachelor' 'forced me to date' https://t.co/mbAOcyTNyo via @scj @thebachelorabc"
"322" 2019-02-19 0 "IL" "Just when I thought I couldn’t pull for @CassieRandolph any harder....she lays this on us. #TheBachlor https://t.co/6wJ3gTRw05"
"323" 2019-02-19 -0.4 "WA" "@KirpaSudick she thinks she knows everything when you’re the farthest behind girl bye 👋 maybe you “need to go home” #thebachelor"
"324" 2019-02-19 0.5 "TX" "Favorite gif now.
@CassieRandolph @cassidyhorton17 @Veronicanorenee https://t.co/ndEDiTQqVU"
"325" 2019-02-19 0.2 "IA" "@KirpaSudick what. was. the. pink. book.
I just need to know ok"
"326" 2019-02-19 0 "MA" "@KirpaSudick I cant wait 4 @colton 2 watch the Show Back. The both of U claimed @CassieRandolph &amp; Kaylyn Acted defe… https://t.co/8xQmjdj6qR"
"327" 2019-02-19 0 "WA" "The fact that @caelynnmk shows up to her bff date go save @CassieRandolph from going home is GOALS."
"328" 2019-02-19 0 "OK" "Bring @demi_burnett back! #coltonstruelove"
"329" 2019-02-19 0 "OH" "Read Heather Martin’s post on the importance of genetic testing by following the link below:… https://t.co/WWILKSy6nv"
"330" 2019-02-19 0.7 "MI" "@colton 's dad is a wise man #thebachelor"
"331" 2019-02-19 0.5 "OH" "my favorite @CassieRandolph https://t.co/GLY07w5bsz"
"332" 2019-02-19 0.5 "OR" "Hey @demi_burnett I love you back! Don’t forget how fucking awesome you are. Come be my friend :)"
"333" 2019-02-19 0.25 "MI" "@CassieRandolph I really hope you get over your old flame so you and Colton can give it a real chance. You guys are so cute together."
"334" 2019-02-19 0 "PA" "@CassieRandolph @taylor_croyle another one 😂"
"335" 2019-02-19 0 "TX" "@demi_burnett come to San Marcos and let’s get lit bitchhhhhh. 🍻"
"336" 2019-02-19 0.55 "OK" "Okaaaay my girl Heather is CLASSY that was the greatest goodbye, that's how you do it ladies #loveheather #thebachelor"
"337" 2019-02-19 -0.1 "CA" "Double trouble 👯‍♀️ tlabymorganstewart @MariamaDiallo__ bri_ashbarnes #tlabymorganstewart #LACbabes @ Los Angeles,… https://t.co/1m7OawrIhS"
"338" 2019-02-19 0.0625 "IL" "Yikes major yikes #thebachelor"
"339" 2019-02-19 0 "IL" "Yikes and Cassie and caelynn were my fave!!! #thebachelor"
"340" 2019-02-19 0 "IL" "Do we believe caelynn? I want to meh #thebachelor"
"341" 2019-02-19 0 "CA" "My reaction to Kirpa being sent home last night! #TheBachelor 
@CassieRandolph you my girl https://t.co/LVC9C20HvE"
"342" 2019-02-19 0 "CA" "so sad Hannah got sent home last night 💔 She was my favorite #thebachelor"
"343" 2019-02-19 -0.569661458333333 "CA" "@ayitskae_ @CassieRandolph I was stressing hard waiting to see who he was going to choose!!!"
"344" 2019-02-19 -1 "CA" "@ayitskae_ @CassieRandolph SO annoying like girls you’re going into hometowns! Put the damn claws away and just focus on Colton! 🙄"
"345" 2019-02-19 0.00416666666666666 "TX" "Strategically you’re winning the game @TayshiaAdams but you’re such a snake and gonna mess with his heart. Love ain’t a game. 🐍🐍🐍"
"346" 2019-02-19 -0.226851851851852 "TN" "So if it doesn’t come down to @caelynnmk and @CassieRandolph I’m going to be SO mad. Tasia is COMPLETELY conniving… https://t.co/s37DH8ctRL"
"347" 2019-02-19 0.5 "MD" "@CassieRandolph is a perfect human being and I cannot think of a better match for her than @colton #TheBachelor"
"348" 2019-02-19 0.85 "VA" "@CassieRandolph Beautifully said ❤️❤️"
"349" 2019-02-19 0.05 "KS" "@KirpaSudick I need to know...what was the hot pink thing? An iPad? A giant envelope? What?? #TheBachelor"
"350" 2019-02-19 0.5 "KY" "Not a spoiler— just want to make sure everyone knows that @caelynnmk is a model for @shopthepinklily bc my mind is spinning #TheBachlor"
"351" 2019-02-19 0.2 "DC" "@demi_burnett sorry queen but buffalo sauce is clearly the best option"
"352" 2019-02-19 1 "OH" "Everyone needs a best friend like @caelynnmk in their life ❤️🙌🏻"
"353" 2019-02-19 0.45 "GA" "@demi_burnett you were really one of my fav girls on the show. Loved your personality 💗 #Thebachelor"
"354" 2019-02-19 1 "GA" "And @CassieRandolph &amp; @caelynnmk you girls are really amazing y’all are also my favorites in the show!!!!!!!!!! 💕💕#Thebachelor"
"355" 2019-02-19 0 "TX" "@demi_burnett Honey low key slaps."
"356" 2019-02-19 0 "NV" "@kaylalahowell @colton @hannahkbrown11 @demi_burnett Preach, sister! 🤦🏼‍♀️🤦🏼‍♀️ https://t.co/lNvUm8RaFB"
"357" 2019-02-19 0.5 "MN" "I need to see @demi_burnett on TV again... she better be on bachelor in paradise 🏖"
"358" 2019-02-19 0 "OK" "@caelynnmk is LITERALLY the Teresa Barbie. https://t.co/AjS3ZEUi6i"
"359" 2019-02-19 -0.0833333333333333 "NC" "I think I’m the only one that doesn’t care for Cassie she just seems so bland #thebachelor"
"360" 2019-02-19 -0.333333333333333 "NM" "@CassieRandolph &amp; @colton are seriously the cutest 😭"
"361" 2019-02-19 0.25 "IL" "First season with no 2-on-1 #thebachelor"
"362" 2019-02-19 0 "IL" "Yo where was that fence jump?! #thebachelor"
"363" 2019-02-19 0.40625 "NY" "more excited than the thebachelorabctv on a Tuesday Morning...MARCH 1st! You ready?! 🌹 #launchday @ Bushwick, Brook… https://t.co/sBdiq3sAdN"
"364" 2019-02-19 0 "MN" "Pre-interview lunch with @DaneSkaar #Lunch #gaysofindstagram #gayboi #thebachelorfarmercafe #Interview #BrainFood @… https://t.co/IKxOkrmnfl"
"365" 2019-02-19 0 "KY" "how did the most irrelevant girl think that what she said mattered? @KirpaSudick #byebyekirpa"
"366" 2019-02-19 -0.125 "SC" "@kelseymtakacs @demi_burnett I’m still disappointed no one has hit him with the “I’d love to deflower you” but mayb… https://t.co/ow3IhbIJi7"
"367" 2019-02-19 0.625 "TX" "Okay, just marry @CassieRandolph already! Send @demi_burnett and @BachelorHannahG to Paradise and make @hannahkbrown11 the #Bachelorette 👍🏼"
"368" 2019-02-19 0.1 "NC" "So clearly you’re not on #TeamCaelynn #thebachelor #bachelor973"
"369" 2019-02-19 0.2 "VT" "@bree__xo @fleissmeister @KirpaSudick Honestly I was drunk but I just love her"
"370" 2019-02-20 0 "TN" "@demi_burnett Ranch / BBQ sauce 😻"
"371" 2019-02-20 0 "IN" "@alexisbhill @demi_burnett YESS"
"372" 2019-02-20 0 "MO" "@pinkn00dlz @dmiramontes_ @dmiramontes_ I second this. Coordinate it with ya girl @demi_burnett"
"373" 2019-02-20 0 "CA" "@demi_burnett Blair Walnuts!!!"
"374" 2019-02-20 0 "SC" "@demi_burnett @DavidDobrik"
"375" 2019-02-20 0 "PA" "@demi_burnett the LaBrant Family @Thesupercole @SavannahSoutas"
"376" 2019-02-20 0.5625 "NJ" "@BrettYoungMusic @BachelorABC @colton @caelynnmk @RedRocksCO Aren’t you glad you are not a bachelor any more!"
"377" 2019-02-20 0 "NV" "@demi_burnett SARAH BASKA"
"378" 2019-02-20 0 "TN" "@demi_burnett @itsbl0ndie / @Jaclynhill / @nguerriero19 / @SavannahSoutas / @ashlynvanhorn 😻😻😻😻"
"379" 2019-02-20 0.2 "MO" "@blenditbeauty_ @kristinaschulma @colton @CassieRandolph Absolutely agree they feel threatened by his connection with her"
"380" 2019-02-20 0 "OR" "@demi_burnett @charllparkes ♥️♥️♥️"
"381" 2019-02-20 0.5 "NJ" "okay but @CassieRandolph and @caelynnmk are my favorite bestfriend’s on tv"
"382" 2019-02-20 0.5 "GA" "@demi_burnett Jenna marbles for sure"
"383" 2019-02-20 0.0416666666666667 "TX" "I’m just going to go into a little rant about Hannah B. on #thebachelor okay, so besides her little getting into it… https://t.co/5aHqaDeE2b"
"384" 2019-02-20 0.227272727272727 "KY" "@demi_burnett @LifeBeingDest so u know to stay lit, stay up, &amp; stay positive ⭐️⭐️⭐️"
"385" 2019-02-21 0 "FL" "@demi_burnett @Marianda0523"
"386" 2019-02-21 0.866666666666667 "IN" "Happy Birthday to the craziest bitches I’ve never met. You’re absolutely beautiful! Have a great day, @demi_burnett… https://t.co/zcnMB7mNYT"
"387" 2019-02-21 0.866666666666667 "IN" "Happy Birthday to the craziest bitch I’ve never met. You’re absolutely beautiful! Have a great day, @demi_burnett 💕 https://t.co/aYM5e326Xq"
"388" 2019-02-21 0.8 "FL" "@demi_burnett  happy birthday queen🥳 https://t.co/gQSSSUU8jN"
"389" 2019-02-21 0 "CA" "@kyreynoldsmusic @colton @CassieRandolph EWWWWWW"
"390" 2019-02-21 0.4 "TX" "happy birthday to a queen, simple. @demi_burnett"
"391" 2019-02-21 -0.7 "CA" "@demi_burnett is a pisces, so now it makes sense why I wanna be her friend so badly ♓️"
"392" 2019-02-21 0.65 "KS" "Happy birthday to my FAVORITE girl to ever bless the bachelor with her presence @demi_burnett , Pop a bottle of cha… https://t.co/b1pakowGqg"
"393" 2019-02-21 0 "FL" "@kaitlynbristowe @CassieRandolph @jackie_barth @taymillerlim https://t.co/hvzYjogXYL"
"394" 2019-02-21 0.8 "NE" "@demi_burnett Happy Birthday, Demi💗🥂🎉"
"395" 2019-02-21 0.8 "FL" "Happy Birthday! @demi_burnett. Hope you have an amazing day."
"396" 2019-02-21 0 "AL" "@demi_burnett Hey what are you doing"
"397" 2019-02-21 0.4 "TX" "Happy birthday to the only reason people watched the bachelor, @demi_burnett ."
"398" 2019-02-21 0.8 "AR" "Happy b day @demi_burnett, you would’ve got my 🌹"
"399" 2019-02-21 0.4 "NV" "happy birthday to the one, the only @demi_burnett 🌹🎉 https://t.co/KGFXJrjsWr"
"400" 2019-02-21 0.4 "TX" "HAPPY BIRTHDAY TO AN ACTUAL QUEEN 👑 @demi_burnett 💗💗"
"401" 2019-02-21 0 "CA" "@SoCalAmy468 @CassieRandolph Ahhh that explains everything! #2hoursofsleep"
"402" 2019-02-21 0.9375 "CA" "Oh snap! @demi_burnett is a Pisces too! No wonder why I liked her!! 🥰🐠 https://t.co/O4cPk5zYFU"
"403" 2019-02-21 0.875 "CA" "Oh snap!! @demi_burnett is a Pisces too!! No wonder why I liked her! HAPPY BIRTHDAY! 🥰🐠🌹 https://t.co/DUTqcn7yJY"
"404" 2019-02-21 0.79375 "WA" "happy birthday to my favorite bitch from the bachelor @demi_burnett  !!have a great day queen 💓👑"
"405" 2019-02-22 0 "OH" "@fleissmeister 1. @kristinaschulma 
2.  @caelynnmk 
3. @beccatilley5"
"406" 2019-02-23 1 "FL" "@CassieRandolph it helps so good w stomach aches too!!"
"407" 2019-02-23 -0.6 "GA" "watching colton fake reassure all these women is painful. #thebachelor"
"408" 2019-02-23 0 "AZ" "@fleissmeister @KrisJenner @khloekardashian Yeah that would be the end of watching #TheBachelorette or #thebachelor for me."
"409" 2019-02-23 0 "PA" "That’s it. It’s decided. I’m gonna be @demi_burnett for Halloween this year, stay tuned. 🌹"
"410" 2019-02-23 0 "PA" "@demi_burnett Ur my idol"
"411" 2019-02-23 0.5 "CA" "@demi_burnett Oh, tell me more"
"412" 2019-02-23 0.075 "GA" "lol ABC be coughing up the basic of the basic to perform on #thebachelor. 😂😂 it’s always some random country singer… https://t.co/RrdUhVwLWG"
"413" 2019-02-23 0 "CA" "Date @demi_burnett @AustinMahone https://t.co/EELPOZotb7"
"414" 2019-02-24 0 "CA" "@hellokatiemo You shined! ✨ Hope to see you soon!"
"415" 2019-02-24 -0.3125 "NC" "OMG DOES THIS MEAN @caelynnmk WON"
"416" 2019-02-24 -0.6 "FL" "@CassieRandolph I’ve always wondered!! But are your eyes watering like crazy??"
"417" 2019-02-24 0 "VA" "@demi_burnett dm @dmiramontes_ and meet him since security wouldn’t let him"
"418" 2019-02-24 0 "VT" "@mymidnight11 @fleissmeister @KirpaSudick Ugh whatever."
"419" 2019-02-24 0.25 "CA" "@CassieRandolph Oh! Going to try that! Thanks!"
"420" 2019-02-24 0 "IN" "@demi_burnett 💖"
"421" 2019-02-24 0.166666666666667 "MA" "A quick update: @colton and @caelynnmk’s snowboarding date from last Monday’s episode inspired me to hit the slopes… https://t.co/KE49MOG4a9"
"422" 2019-02-25 0.5 "NY" "Every time something gets to me today, i think, it’s ok, #thebachelor is on tonight. But now I’m worried bc what wi… https://t.co/Q0rRzpXwU1"
"423" 2019-02-25 -0.75 "VA" "soooo you aren’t jumping tonight either? #disappointed #thebachelor"
"424" 2019-02-25 0 "CA" "@fleissmeister @demi_burnett @khloekardashian Hannah B!!"
"425" 2019-02-25 0.375 "CA" "I’m so excited for the fence tonight. I’ve been waiting for this day.  #thebachelor"
"426" 2019-02-25 0 "MI" "Everyone says I look like Demi from #thebachelor https://t.co/o4h4HG3mOA"
"427" 2019-02-25 0.8 "MI" "Everyone says I look like Demi from #thebachelor lol https://t.co/4svNuyU3bI"
"428" 2019-02-25 0 "NM" "Gotta get home so I can watch the bachelor with my gal 😤💪🏽 @lyyssaaaa__ @thebachelore"
"429" 2019-02-25 1 "CA" "Rather excited about March!!!!! 
Eeeee the premiere of @BrandonLOVESYOU’s Blame The Hero and thebacheloruk on… https://t.co/uoCuGuB8Wk"
"430" 2019-02-25 0 "MN" "@CassieRandolph  just made my day😍 https://t.co/XrNS5JO81O"
"431" 2019-02-25 0 "TX" "We’ve been patiently waiting... @colton are you jumping the fence tonight?!? #thebachelor"
"432" 2019-02-25 -0.166666666666667 "FL" "@BacheloretteABC Hope the spoilers are wrong but if not I definitely think @hannahg11 should be the the next Bachel… https://t.co/21tJRLgnaZ"
"433" 2019-02-25 0.49375 "TX" "it’s bachelor mondayyyyy:) honestly just excited to see @CassieRandolph and her cute self 💕💘❤️✨"
"434" 2019-02-25 0 "FL" "@Mike_Joseph_ @demi_burnett @kerribear94"
"435" 2019-02-25 0 "AZ" "@caelynnmk coming back from that 1 on 1"
"436" 2019-02-25 0 "IN" "Every girl when she sees @colton #thebachelor https://t.co/H5HFcyLQCf"
"437" 2019-02-26 0 "ND" "Just watched last nights episode of @BachelorABC and I’m actually so shocked. @caelynnmk said she loved Colton and… https://t.co/DUr7WS869C"
"438" 2019-02-26 0.625 "DC" "I love @TayshiaAdams she is the a baddest bitch! I already know Imma have to cuss Colton out...girl!!!#TheBachelor."
"439" 2019-02-26 0.170454545454545 "NC" "I would like to request that @benrector, “Brand New” be played on blast when I go sky diving! #thebachelor"
"440" 2019-02-26 0 "IL" "Nooooo #thebachelor my girl caelynn is gone!"
"441" 2019-02-26 0 "IL" "Please let my girl caelynn be the next bachelorette #thebachelorette #thebachelor @ABCNetwork"
"442" 2019-02-26 0 "OK" "When #thebachelor recap is finally posted on https://t.co/YHuE3A0aej : https://t.co/TCKw3iu4hF"
"443" 2019-02-26 0.325 "CA" "Lawd. Apparently since I'm not a fan of Tayshia on #thebachelor I'm racist 🤣🤣🤣 

I liked her until she stirred the… https://t.co/PqC6donZnO"
"444" 2019-02-26 0 "IL" "The fence jump is the last damn episode? #thebachelor"
"445" 2019-02-26 -0.25 "SC" "cassie: idk how i feel about you 

colton: say no more 💍

#thebachelor"
"446" 2019-02-26 0 "IA" "This movie is all I could think about watching @colton in the etiquette class #thebachelor https://t.co/2DXrivSzdg"
"447" 2019-02-26 0.3 "PA" "thanks @CassieRandolph for the inspiration of red nails. in the many scenes on the bachelor i began to love the red… https://t.co/udjZgw6Db7"
"448" 2019-02-26 0.4875 "OR" "Congrats Hannah Brown on finding your college home with @BUKnightsVBall! @NCSA_Volleyball is very excited for you!!… https://t.co/ynwnE0CWR5"
"449" 2019-02-26 0 "CA" "“You don’t microwave relationships” - @TayshiaAdams’s Dad. 👏🏻👏🏻👏🏻 @BachelorABC"
"450" 2019-02-26 0.8 "NM" "I wanted @caelynnmk to win so badly😢 I don’t even want to finish this season 😭"
"451" 2019-02-26 -0.15625 "CA" "@paigetryan @caelynnmk You mean me. You want me as the next bachelorette."
"452" 2019-02-26 -0.35 "AZ" "I want @demi_burnett to be the next bachelorette so bad. She’s my fave 😭"
"453" 2019-02-26 0 "OH" "If @caelynnmk isn’t the next #Bachelorette then I’m not watching 🤦🏼‍♀️😫😭"
"454" 2019-02-26 0 "MN" "Caelynn: I thought it was going to be us, idk what’s next
...
😒
#thebachelor https://t.co/iTSlcshc02"
"455" 2019-02-26 0 "MA" "@demi_burnett Was she going to tell you that you look a lot like Demi?"
"456" 2019-02-26 0.35 "FL" "We were really robbed of @demi_burnett iconic hometown"
"457" 2019-02-26 0 "IL" "Tayshias dad was the realest. #thebachelor"
"458" 2019-02-26 0.244140625 "MA" "@demi_burnett oh wow imagine that!!!! 😂😂😂"
"459" 2019-02-26 0 "TX" "I cannnnot be the only one who has thought of this. This all I can think of when I look at Tayshia fr #thebachelor https://t.co/K8fnqDnP4E"
"460" 2019-02-26 0 "TN" "If @caelynnmk isn’t the next bachelorette I’m fighting Chris Harrison https://t.co/X5wZTJoahs"
"461" 2019-02-26 0.1 "PA" "I really want @caelynnmk to be the next Bachelorette. #TheBachelor"
"462" 2019-02-26 0.5 "IL" "dang Colton told all the dads he’s falling in love with their daughters. Dang. #thebachelor"
"463" 2019-02-26 0.6 "IL" "Hannah g and this damn etiquette class lmao #thebachelor"
"464" 2019-02-26 0.8 "IL" "I don’t think anyone hometown went great yikes #thebachelor"
