"","date","polarity","state","text","Weeks","Season"
"193",2019-01-29,0.9,"OK","when @CassieRandolph said “but i am so happy for caelynn.” best friend goals https://t.co/5XJk4v4zlt","week 4","Bachelor 2019"
"194",2019-01-29,1,"TX","Me and @demi_burnett would be best friends and I’m LIVING for her","week 4","Bachelor 2019"
"195",2019-01-29,1,"CA","Very brave of @caelynnmk","week 4","Bachelor 2019"
"196",2019-01-29,-0.1875,"MN","courtney is so dumb. don’t you DARE come for demi. the only person irrational here is YOU. demi came for COLTON not for you!!! #thebachelor","week 4","Bachelor 2019"
"197",2019-01-29,0.35,"MN","colton just really makes me believe in love. #thebachelor","week 4","Bachelor 2019"
"198",2019-01-29,0.5,"NH","@demi_burnett and we love you for it","week 4","Bachelor 2019"
"199",2019-01-29,0.45,"CA","Okay hi @bachelorabc @TayshiaAdams rockin our OBSESSIONS TURTLENECK ⚡️ available now〰️ @ GypsyQueen https://t.co/490rgTzOla","week 4","Bachelor 2019"
"200",2019-01-29,0,"TX","Catchin Zaria up on #thebachelor #shesacoltonfan #icreatedamonster","week 4","Bachelor 2019"
"201",2019-01-29,0.5,"OH","ok @caelynnmk is literal perfection 🤩🤩","week 4","Bachelor 2019"
"202",2019-01-29,0.125,"CA","I’m not usually a fan of Colton’s but the way he talked to Caelynn was one of the sweetest things I’ve seen this season  #thebachelor","week 4","Bachelor 2019"
"203",2019-01-29,0,"CA","Watching the preview for next week  me: “Is it the wall??” #thebachelor https://t.co/EaauUuPveR","week 4","Bachelor 2019"
"204",2019-01-29,0.75,"NC","ok but i NEED to find out what hair products @demi_burnett uses bc that is the best head of hair i’ve ever seen","week 4","Bachelor 2019"
"205",2019-01-29,0.25,"MN","caelynn just seems so soft and genuine. i like her. #thebachelor","week 4","Bachelor 2019"
"206",2019-01-29,0.2,"MN","caelynn and hannah b. could be so much stronger together.  #thebachelor","week 4","Bachelor 2019"
"207",2019-01-29,0.266666666666667,"CA","@caelynnmk is literally so strong I could never imagine wow :’( #TheBachelor","week 4","Bachelor 2019"
"208",2019-01-29,-0.3,"MN","BYEEE COURTNEY AND TRACY!!!!! my least favorites. #thebachelor","week 4","Bachelor 2019"
"209",2019-01-29,0.8,"TX","man I truly respect how Demi just owns her actions and means what she says lol #thebachelor","week 4","Bachelor 2019"
"210",2019-01-29,0.7,"TX","@demi_burnett omfg a queen we stan btw loved you ln ❤️","week 4","Bachelor 2019"
"211",2019-01-30,0,"OR","@demi_burnett https://t.co/52UCUmlTf9","week 4","Bachelor 2019"
"212",2019-01-30,-0.291666666666667,"KY","I am shipping @demi_burnett and @realChadJohnson hard. #TheBachelor","week 4","Bachelor 2019"
"213",2019-01-30,0,"OR","If you watch #thebachelor check out two colleges dudes discussing this week’s episode! 🌹 https://t.co/sXXLhbYBtU","week 4","Bachelor 2019"
"214",2019-01-30,0,"GA","@demi_burnett I’m here for it!","week 4","Bachelor 2019"
"215",2019-01-30,-0.0357142857142857,"MA","@meganleemorse @demi_burnett Isn’t that what every single contestant does?

When’s the last time you heard the Bach… https://t.co/XoZRrdMnGO","week 4","Bachelor 2019"
"216",2019-01-30,0,"VA","@hannahgutierre0 @demi_burnett stop forgetting about me. i’m a gem.","week 4","Bachelor 2019"
"217",2019-01-30,0,"NY","@KirpaSudick 😂 ily","week 4","Bachelor 2019"
"218",2019-01-30,0.5,"TX","Okay but @demi_burnett how do u feel that Courtney AND Tracy both got eliminated this week??? 🤨","week 4","Bachelor 2019"
"219",2019-01-30,0,"IN","@demi_burnett we’re all rooting for you","week 4","Bachelor 2019"
"220",2019-01-30,0,"IN","We Stan @demi_burnett","week 4","Bachelor 2019"
"221",2019-01-30,0.375,"TX","@demi_burnett is my spirit animal, and I’m pretty sure all my roommates can agree.","week 4","Bachelor 2019"
"222",2019-01-30,0.375,"TX","@demi_burnett is my spirit animal, and I’m pretty sure all my roommates can agree. https://t.co/Xovdzyg5o9","week 4","Bachelor 2019"
"223",2019-01-30,0.316666666666667,"MA","I still can’t believe that @demi_burnett successfully got Courtney AND Tracy sent home the same night. Absolutely l… https://t.co/1le7TZ1Syo","week 4","Bachelor 2019"
"224",2019-01-30,0,"VA","@hannahgutierre0 @demi_burnett why bitch you are friends w me.","week 4","Bachelor 2019"
"225",2019-01-31,0.43,"NY","A very real and honest clip from my conversation with Alex Blumberg 👇 https://t.co/YewIrUdq9B","week 4","Bachelor 2019"
"226",2019-01-31,-0.6,"CA","@SydneyLotuaco pancit and chicken adobo are some of my faves 😁","week 4","Bachelor 2019"
"227",2019-01-31,0,"TX","I got Cassie! https://t.co/8xFqWcSDAA yessss she’s my fav! been rooting for you from the start girl! @CassieRandolph","week 4","Bachelor 2019"
"228",2019-02-01,0,"OR","@thereidfeed @demi_burnett Saying goodbye to the toxicity in 2019 like https://t.co/QQekLGPrJn","week 4","Bachelor 2019"
"229",2019-02-01,0,"CA","Tayshia for #TheBachelorette !!!! 🌹 #thebachelor","week 4","Bachelor 2019"
"230",2019-02-01,0,"FL","@TayshiaAdams 😂🏆","week 4","Bachelor 2019"
"231",2019-02-02,0.5,"FL","I dno about ya’ll but @demi_burnett is now my favorite person on TV.","week 4","Bachelor 2019"
"232",2019-02-02,0.483333333333333,"NJ","Okay ngl @demi_burnett is really stepping up in this episode, YOU GO, get that rose!","week 4","Bachelor 2019"
"233",2019-02-03,0.333333333333333,"AR","@demi_burnett me and you both. But you can still catch me at a super bowl party eating all the food","week 4","Bachelor 2019"
"234",2019-02-03,0,"NJ","@demi_burnett whyyyyy","week 4","Bachelor 2019"
"235",2019-02-03,0,"IA","@demi_burnett Pizza","week 4","Bachelor 2019"
"236",2019-02-04,0.5,"FL","Hopefully tonight is the night @colton clears that fence like a champ and my all time favorite @CassieRandolph gets… https://t.co/8GGf2WWu5E","week 5","Bachelor 2019"
"237",2019-02-04,0,"IL","@demi_burnett your bio is trash","week 5","Bachelor 2019"
"238",2019-02-04,0,"PA","tonight is @CassieRandolph &amp; @colton one on one date on @BachelorABC !!! i’ve been waiting for this all season so f… https://t.co/iOoqjoooDB","week 5","Bachelor 2019"
"239",2019-02-10,0.7,"PA","My girls and my niece worked out with coltonunderwood today for a good cause coltonslegacy @bachelorabc @ Universit… https://t.co/X1aOWhQS8T","week 5","Bachelor 2019"
"240",2019-02-10,0.8,"IN","If @demi_burnett doesn’t win the bachelor, I’m fighting everyone.","week 5","Bachelor 2019"
"241",2019-02-10,0.266666666666667,"AL","I had a dream last night me &amp; @CassieRandolph met on a beach trip, hungout the whole week, but then I woke up &amp; broke my own heart 😂😂","week 5","Bachelor 2019"
"242",2019-02-10,0.1,"AL","I had a dream last night me &amp; @CassieRandolph met on a beach trip, hungout the whole week, but then I woke up &amp; bro… https://t.co/5h4MD35Jic","week 5","Bachelor 2019"
"243",2019-02-10,0.3,"OK","can’t wait until @CassieRandolph wins the bachelor #TeamCASSIE","week 5","Bachelor 2019"
"244",2019-02-11,0,"TX","Me waking up on bachelor Monday #TheBachelor @demi_burnett https://t.co/oJqyLJdOwq","week 6","Bachelor 2019"
"245",2019-02-11,-0.155555555555556,"TX","i can’t wait to see @demi_burnett throw down tonight 🥊","week 6","Bachelor 2019"
"246",2019-02-11,0.5,"TX","@demi_burnett I love you, you’re a queen","week 6","Bachelor 2019"
"247",2019-02-11,0.5,"TX","I love Monday’s now because I get to see my favorite trio @demi_burnett and both Hannah’s❤️ #TheBachelor","week 6","Bachelor 2019"
"248",2019-02-11,0,"MI","If this doesn’t happen tonight. . .

I’ll tune in next week. 🤷🏼‍♀️🌹#thebachelor","week 6","Bachelor 2019"
"249",2019-02-11,0.5,"TX","I’ve been binge watching The Bachelor and I think I’ve fallen in love with @demi_burnett","week 6","Bachelor 2019"
"250",2019-02-11,0.25,"TX","@demi_burnett u look like ur walking slowly thru a haunted house lol","week 6","Bachelor 2019"
"251",2019-02-11,0,"MA","@demi_burnett #TheBachelor https://t.co/rY6LzC5Xxr","week 6","Bachelor 2019"
"252",2019-02-11,0.333333333333333,"IN","WILL YOU ACCEPT THIS ROSE? 🌹 Who else is ready for #thebachelor tonight? Cece &amp; I are ready for our weekly watch pa… https://t.co/a2QHumKePj","week 6","Bachelor 2019"
"253",2019-02-11,0,"OH","@demi_burnett I’ve peaked https://t.co/ShRgk4f8Yb","week 6","Bachelor 2019"
"254",2019-02-11,0,"TX","guess what y’all?? it’s bachelor night!!! #thebachelor 🌹","week 6","Bachelor 2019"
"255",2019-02-11,0.136363636363636,"NY","It’s @bachelorabc Monday 🖤🌹 that is all I have to say today... @ New York, New York https://t.co/WqPuKSsnmc","week 6","Bachelor 2019"
"256",2019-02-11,0.3,"FL","Ugh! Do I keep watching #thebachelor on demand or join in tonight and join the #livetweet fun?? #bachelornation","week 6","Bachelor 2019"
"257",2019-02-12,0,"TN","@KirpaSudick is stunnnnnnnning","week 6","Bachelor 2019"
"258",2019-02-12,0.625,"NE","I think Colton was intimidated by @demi_burnett and she deserves better then that!","week 6","Bachelor 2019"
"259",2019-02-12,0,"MS","@aking025 @demi_burnett Mmmmm. She only starts drama 🤦🏻‍♀️","week 6","Bachelor 2019"
"260",2019-02-12,0,"OR","Current status: coffee, cuddles, and The Bachelor. 🌹 I’m gonna miss these days. 
.
#thebachelor #bachelornation… https://t.co/brNuccAy62","week 6","Bachelor 2019"
"261",2019-02-12,0,"FL","mood when @demi_burnett left https://t.co/UJdTiTKCoU","week 6","Bachelor 2019"
"262",2019-02-12,-0.3125,"TX","I mean, I’d go on a one on one with @demi_burnett 🤷🏼‍♀️","week 6","Bachelor 2019"
"263",2019-02-12,0,"TX","@demi_burnett DID THAT JUST HAPPEN?! I WAITED UP TILL FOUR AM TO WATCH THIS ON HULU FOR YOU TO BE SENT HOME?!?!?! https://t.co/Oz9as91uZU","week 6","Bachelor 2019"
"264",2019-02-12,0,"WA","I would like @hellokatiemo to be the next bachelorette please &amp; thank you 🌹","week 6","Bachelor 2019"
"265",2019-02-12,0,"NJ","I’m no longer watching this season of the #Bachelor now that @demi_burnett is gone. https://t.co/4lTHEBpkW2","week 6","Bachelor 2019"
"266",2019-02-12,0,"CO","Same though @demi_burnett","week 6","Bachelor 2019"
"267",2019-02-12,0.0666666666666667,"MS","@aking025 @demi_burnett @hannahkbrown11 Yessss. Love her. But no. Demi is crazy. We all know who wins anyways. 🙄","week 6","Bachelor 2019"
"268",2019-02-12,0,"WY","@Truly_Eri @demi_burnett @stevie_moyles","week 6","Bachelor 2019"
"269",2019-02-12,0,"CA","@demi_burnett Big hugs to you darling","week 6","Bachelor 2019"
"270",2019-02-12,0.75,"CA","@costa1360 @demi_burnett hahahah! Why would that ever be a group date. I was loving it!","week 6","Bachelor 2019"
"271",2019-02-12,0.5,"FL","@TommyG @demi_burnett Cringeworthy and hilarious","week 6","Bachelor 2019"
"272",2019-02-12,0.05,"NY","Work got busy so I missed the @demi_burnett scene last night. And just wanna say — #DEMIforBACHELORETTE @BachelorABC https://t.co/qzcPvMBW2T","week 6","Bachelor 2019"
"273",2019-02-12,0,"TX","@JordanMcCuistio @demi_burnett @dreamboathannie Oh yes you will","week 6","Bachelor 2019"
"274",2019-02-12,-0.4,"IN","@reelnerdy @superinspired67 @demi_burnett 😂 She needs one now 😭. Poor Demi","week 6","Bachelor 2019"
"275",2019-02-12,0.2,"MO","@demi_burnett You will find it. It’s a shame producers of the show don’t reveal the real Demi until the end. You AR… https://t.co/hx3gsPCT3O","week 6","Bachelor 2019"
"276",2019-02-12,0.625,"MO","@CraigSmylie @demi_burnett You should know better and mute everyone like I do!","week 6","Bachelor 2019"
"277",2019-02-12,0.5,"FL","@demi_burnett you will be missed. Will love to see you in paradise.🌴","week 6","Bachelor 2019"
"278",2019-02-12,0,"MO","@demi_burnett as the next bachelorette!!!","week 6","Bachelor 2019"
"279",2019-02-12,1,"CO","@demi_burnett was the best part of #TheBachlor  💔 https://t.co/rMnch6LAgX","week 6","Bachelor 2019"
"280",2019-02-12,0,"MO","@1111Lauren @demi_burnett Ty for ruining it for me","week 6","Bachelor 2019"
"281",2019-02-12,0,"NE","Smh why’d Colton do my girl @demi_burnett like that","week 6","Bachelor 2019"
"282",2019-02-12,0.8,"TX","If @CassieRandolph doesn’t win the bachelor I’ll never watch another season again 🙂","week 6","Bachelor 2019"
"283",2019-02-12,0,"NV","not going to lie, i cried when @demi_burnett  left 😭😭😭","week 6","Bachelor 2019"
"284",2019-02-12,0.285714285714286,"CA","@POPSUGAR @CassieRandolph Read Reality Steve and you’ll know if you’re right","week 6","Bachelor 2019"
"285",2019-02-12,0,"IN","Can we get some justice for @demi_burnett?? Please make her the bachelorette","week 6","Bachelor 2019"
"286",2019-02-12,0.5,"WA","@demi_burnett YOU DESERVE BETTER GIRL COLTON IS TRASH","week 6","Bachelor 2019"
"287",2019-02-12,0,"NV","if @CassieRandolph doesn’t get engaged to @colton by the end of this season, I’m never watching this show again 😂","week 6","Bachelor 2019"
"288",2019-02-12,0.333333333333333,"PA","@demi_burnett  BETTER BE THE NEXT BACHELORETTE / ON PARADISE. love you bitch🍸💕👑💋","week 6","Bachelor 2019"
"289",2019-02-12,0,"NY","It’s so weird to see ex beauty pageant @caelynnmk  in  this show #TheBachelori .....btw she is the second most beau… https://t.co/hZZCqihXPM","week 6","Bachelor 2019"
"290",2019-02-12,0.225,"TX","@colton When Colton fronts like he’s ready to get married on #thebachelor.
#hewasntready","week 6","Bachelor 2019"
"291",2019-02-12,0,"TN","@hellokatiemo gives me bachelorette vibes","week 6","Bachelor 2019"
"292",2019-02-12,0,"GA","@demi_burnett is such a sweetheart and she deserves the world 🥺💓","week 6","Bachelor 2019"
"293",2019-02-13,0.8,"TX","@BESTFRIENDSK9 @BachPartyPod @demi_burnett Where’s your picture???? Lol","week 6","Bachelor 2019"
"294",2019-02-13,0,"TX","LISTEN. I’ve never watched the bachelor but I did this season bc I kept seeing memes about @demi_burnett and was li… https://t.co/qsBKT8vdXt","week 6","Bachelor 2019"
"295",2019-02-13,0.466666666666667,"NV","@demi_burnett Will you please be my valentine? I’m a nice guy and you deserve better than Colton. You are worth the… https://t.co/ESqynE5AHR","week 6","Bachelor 2019"
"296",2019-02-13,0.3625,"MA","@demi_burnett It won't be anywhere near as interesting without you there!","week 6","Bachelor 2019"
"297",2019-02-13,0.2,"CA","Anyways, I’m ready for @demi_burnett to be in Paradise","week 6","Bachelor 2019"
"298",2019-02-13,0,"TX","@demi_burnett i was only watching this show bc we went to the same college and now ur gone and idk what to do 😭","week 6","Bachelor 2019"
"299",2019-02-13,0,"TX","@hellokatiemo I’d fill your car up every week","week 6","Bachelor 2019"
"300",2019-02-13,0.846354166666667,"IL","@SydneyLotuaco thank you for being a strong woman of color role model &amp; speaking your truth!!!","week 6","Bachelor 2019"
"301",2019-02-13,0,"OH","Read Heather Martin’s follow-up post about Alison’s story here:
https://t.co/bPMHfql7aB
#pregnancyawareness #infantlossawareness","week 6","Bachelor 2019"
"302",2019-02-13,-0.5,"NY","Poor Kirpa has to go into this date with Colton after Sydney warned him about “the shiny things!” #thebachelor #teamkirpa","week 6","Bachelor 2019"
"303",2019-02-13,-0.125,"IL","Why spend your time bashing other girls? Didn’t y’all learn from before? #thebachelor https://t.co/ZYpsVk0XjT","week 6","Bachelor 2019"
"304",2019-02-13,0,"TX","@hellokatiemo it’s his loss sweetheart","week 6","Bachelor 2019"
"305",2019-02-13,0.8,"WI","hannah b or cassie for the fucking win #thebachelor","week 6","Bachelor 2019"
"306",2019-02-13,0,"IL","@SydneyLotuaco is a QUEEN &amp; BACHELOR NATION DOESN’T DESERVE HER

thank you for coming to my ted talk","week 6","Bachelor 2019"
"307",2019-02-14,0.2,"ID","I just watched this week’s Bachelor. @colton you’re a whole dummy for sending @demi_burnett home. Your mistake will… https://t.co/Q5aTkn0FU5","week 6","Bachelor 2019"
"308",2019-02-14,0,"ID","@demi_burnett","week 6","Bachelor 2019"
"309",2019-02-14,0,"CA","@ABCNetwork Can we just make @demi_burnett The Bachelorette? Watching #TheBachelor on the DVR and I’m #SHOOK 🥺 She’… https://t.co/K9Aiew1KJW","week 6","Bachelor 2019"
"310",2019-02-14,0,"ID","@OakmanOakman @colton @demi_burnett https://t.co/xVUh3H3UIB","week 6","Bachelor 2019"
"311",2019-02-14,0.2375,"CA","@demi_burnett Oh! Em! Gee! Burglary?!? That was an emotional SLAYING! You’re gorgeous and ambitious. Please be the next #Bachelorette 😍","week 6","Bachelor 2019"
"312",2019-02-14,0,"OK","@demi_burnett Phoenix? Purity ring? Girl can we be friends?","week 6","Bachelor 2019"
"313",2019-02-15,0,"AR","@hannahg11 finally made a Twitter account 😭🙌🏼","week 6","Bachelor 2019"
"314",2019-02-15,0,"MA","Omg, @CassieRandolph posted this on Instagram last night!!!
 
See the rest of my work here: https://t.co/dRBVS0JWas… https://t.co/M0JR94GYM9","week 6","Bachelor 2019"
"315",2019-02-15,0,"TX","@nathantelope @demi_burnett rip queen","week 6","Bachelor 2019"
"316",2019-02-15,0,"MA","Omg @CassieRandolph posted this on Instagram last night!!!
 
See the rest of my comparisons here:… https://t.co/5ItddddR2u","week 6","Bachelor 2019"
"317",2019-02-15,0,"CO","@GGL_Lopez @brudd2812 @hannahg11 You miss 100% of the shots you don’t take...","week 6","Bachelor 2019"
"318",2019-02-15,0.6,"FL","i think @demi_burnett would make an amazing poker tv host","week 6","Bachelor 2019"
"319",2019-02-16,0,"MN","@AnthonyGrebe @hannahg11 Bro you gotta bring this one in🙏🏼😭","week 6","Bachelor 2019"
"320",2019-02-16,0,"NY","damn @demi_burnett shoot me a follow too😛 https://t.co/n1CXxV4ZkN","week 6","Bachelor 2019"
"321",2019-02-16,-0.3,"IA","Colton Underwood says 'Bachelor' 'forced me to date' https://t.co/mbAOcyTNyo via @scj @thebachelorabc","week 6","Bachelor 2019"
"322",2019-02-19,0,"IL","Just when I thought I couldn’t pull for @CassieRandolph any harder....she lays this on us. #TheBachlor https://t.co/6wJ3gTRw05","week 7","Bachelor 2019"
"323",2019-02-19,-0.4,"WA","@KirpaSudick she thinks she knows everything when you’re the farthest behind girl bye 👋 maybe you “need to go home” #thebachelor","week 7","Bachelor 2019"
"324",2019-02-19,0.5,"TX","Favorite gif now.
@CassieRandolph @cassidyhorton17 @Veronicanorenee https://t.co/ndEDiTQqVU","week 7","Bachelor 2019"
"325",2019-02-19,0.2,"IA","@KirpaSudick what. was. the. pink. book.
I just need to know ok","week 7","Bachelor 2019"
"326",2019-02-19,0,"MA","@KirpaSudick I cant wait 4 @colton 2 watch the Show Back. The both of U claimed @CassieRandolph &amp; Kaylyn Acted defe… https://t.co/8xQmjdj6qR","week 7","Bachelor 2019"
"327",2019-02-19,0,"WA","The fact that @caelynnmk shows up to her bff date go save @CassieRandolph from going home is GOALS.","week 7","Bachelor 2019"
"328",2019-02-19,0,"OK","Bring @demi_burnett back! #coltonstruelove","week 7","Bachelor 2019"
"329",2019-02-19,0,"OH","Read Heather Martin’s post on the importance of genetic testing by following the link below:… https://t.co/WWILKSy6nv","week 7","Bachelor 2019"
"330",2019-02-19,0.7,"MI","@colton 's dad is a wise man #thebachelor","week 7","Bachelor 2019"
"331",2019-02-19,0.5,"OH","my favorite @CassieRandolph https://t.co/GLY07w5bsz","week 7","Bachelor 2019"
"332",2019-02-19,0.5,"OR","Hey @demi_burnett I love you back! Don’t forget how fucking awesome you are. Come be my friend :)","week 7","Bachelor 2019"
"333",2019-02-19,0.25,"MI","@CassieRandolph I really hope you get over your old flame so you and Colton can give it a real chance. You guys are so cute together.","week 7","Bachelor 2019"
"334",2019-02-19,0,"PA","@CassieRandolph @taylor_croyle another one 😂","week 7","Bachelor 2019"
"335",2019-02-19,0,"TX","@demi_burnett come to San Marcos and let’s get lit bitchhhhhh. 🍻","week 7","Bachelor 2019"
"336",2019-02-19,0.55,"OK","Okaaaay my girl Heather is CLASSY that was the greatest goodbye, that's how you do it ladies #loveheather #thebachelor","week 7","Bachelor 2019"
"337",2019-02-19,-0.1,"CA","Double trouble 👯‍♀️ tlabymorganstewart @MariamaDiallo__ bri_ashbarnes #tlabymorganstewart #LACbabes @ Los Angeles,… https://t.co/1m7OawrIhS","week 7","Bachelor 2019"
"338",2019-02-19,0.0625,"IL","Yikes major yikes #thebachelor","week 7","Bachelor 2019"
"339",2019-02-19,0,"IL","Yikes and Cassie and caelynn were my fave!!! #thebachelor","week 7","Bachelor 2019"
"340",2019-02-19,0,"IL","Do we believe caelynn? I want to meh #thebachelor","week 7","Bachelor 2019"
"341",2019-02-19,0,"CA","My reaction to Kirpa being sent home last night! #TheBachelor 
@CassieRandolph you my girl https://t.co/LVC9C20HvE","week 7","Bachelor 2019"
"342",2019-02-19,0,"CA","so sad Hannah got sent home last night 💔 She was my favorite #thebachelor","week 7","Bachelor 2019"
"343",2019-02-19,-0.569661458333333,"CA","@ayitskae_ @CassieRandolph I was stressing hard waiting to see who he was going to choose!!!","week 7","Bachelor 2019"
"344",2019-02-19,-1,"CA","@ayitskae_ @CassieRandolph SO annoying like girls you’re going into hometowns! Put the damn claws away and just focus on Colton! 🙄","week 7","Bachelor 2019"
"345",2019-02-19,0.00416666666666666,"TX","Strategically you’re winning the game @TayshiaAdams but you’re such a snake and gonna mess with his heart. Love ain’t a game. 🐍🐍🐍","week 7","Bachelor 2019"
"346",2019-02-19,-0.226851851851852,"TN","So if it doesn’t come down to @caelynnmk and @CassieRandolph I’m going to be SO mad. Tasia is COMPLETELY conniving… https://t.co/s37DH8ctRL","week 7","Bachelor 2019"
"347",2019-02-19,0.5,"MD","@CassieRandolph is a perfect human being and I cannot think of a better match for her than @colton #TheBachelor","week 7","Bachelor 2019"
"348",2019-02-19,0.85,"VA","@CassieRandolph Beautifully said ❤️❤️","week 7","Bachelor 2019"
"349",2019-02-19,0.05,"KS","@KirpaSudick I need to know...what was the hot pink thing? An iPad? A giant envelope? What?? #TheBachelor","week 7","Bachelor 2019"
"350",2019-02-19,0.5,"KY","Not a spoiler— just want to make sure everyone knows that @caelynnmk is a model for @shopthepinklily bc my mind is spinning #TheBachlor","week 7","Bachelor 2019"
"351",2019-02-19,0.2,"DC","@demi_burnett sorry queen but buffalo sauce is clearly the best option","week 7","Bachelor 2019"
"352",2019-02-19,1,"OH","Everyone needs a best friend like @caelynnmk in their life ❤️🙌🏻","week 7","Bachelor 2019"
"353",2019-02-19,0.45,"GA","@demi_burnett you were really one of my fav girls on the show. Loved your personality 💗 #Thebachelor","week 7","Bachelor 2019"
"354",2019-02-19,1,"GA","And @CassieRandolph &amp; @caelynnmk you girls are really amazing y’all are also my favorites in the show!!!!!!!!!! 💕💕#Thebachelor","week 7","Bachelor 2019"
"355",2019-02-19,0,"TX","@demi_burnett Honey low key slaps.","week 7","Bachelor 2019"
"356",2019-02-19,0,"NV","@kaylalahowell @colton @hannahkbrown11 @demi_burnett Preach, sister! 🤦🏼‍♀️🤦🏼‍♀️ https://t.co/lNvUm8RaFB","week 7","Bachelor 2019"
"357",2019-02-19,0.5,"MN","I need to see @demi_burnett on TV again... she better be on bachelor in paradise 🏖","week 7","Bachelor 2019"
"358",2019-02-19,0,"OK","@caelynnmk is LITERALLY the Teresa Barbie. https://t.co/AjS3ZEUi6i","week 7","Bachelor 2019"
"359",2019-02-19,-0.0833333333333333,"NC","I think I’m the only one that doesn’t care for Cassie she just seems so bland #thebachelor","week 7","Bachelor 2019"
"360",2019-02-19,-0.333333333333333,"NM","@CassieRandolph &amp; @colton are seriously the cutest 😭","week 7","Bachelor 2019"
"361",2019-02-19,0.25,"IL","First season with no 2-on-1 #thebachelor","week 7","Bachelor 2019"
"362",2019-02-19,0,"IL","Yo where was that fence jump?! #thebachelor","week 7","Bachelor 2019"
"363",2019-02-19,0.40625,"NY","more excited than the thebachelorabctv on a Tuesday Morning...MARCH 1st! You ready?! 🌹 #launchday @ Bushwick, Brook… https://t.co/sBdiq3sAdN","week 7","Bachelor 2019"
"364",2019-02-19,0,"MN","Pre-interview lunch with @DaneSkaar #Lunch #gaysofindstagram #gayboi #thebachelorfarmercafe #Interview #BrainFood @… https://t.co/IKxOkrmnfl","week 7","Bachelor 2019"
"365",2019-02-19,0,"KY","how did the most irrelevant girl think that what she said mattered? @KirpaSudick #byebyekirpa","week 7","Bachelor 2019"
"366",2019-02-19,-0.125,"SC","@kelseymtakacs @demi_burnett I’m still disappointed no one has hit him with the “I’d love to deflower you” but mayb… https://t.co/ow3IhbIJi7","week 7","Bachelor 2019"
"367",2019-02-19,0.625,"TX","Okay, just marry @CassieRandolph already! Send @demi_burnett and @BachelorHannahG to Paradise and make @hannahkbrown11 the #Bachelorette 👍🏼","week 7","Bachelor 2019"
"368",2019-02-19,0.1,"NC","So clearly you’re not on #TeamCaelynn #thebachelor #bachelor973","week 7","Bachelor 2019"
"369",2019-02-19,0.2,"VT","@bree__xo @fleissmeister @KirpaSudick Honestly I was drunk but I just love her","week 7","Bachelor 2019"
"370",2019-02-20,0,"TN","@demi_burnett Ranch / BBQ sauce 😻","week 7","Bachelor 2019"
"371",2019-02-20,0,"IN","@alexisbhill @demi_burnett YESS","week 7","Bachelor 2019"
"372",2019-02-20,0,"MO","@pinkn00dlz @dmiramontes_ @dmiramontes_ I second this. Coordinate it with ya girl @demi_burnett","week 7","Bachelor 2019"
"373",2019-02-20,0,"CA","@demi_burnett Blair Walnuts!!!","week 7","Bachelor 2019"
"374",2019-02-20,0,"SC","@demi_burnett @DavidDobrik","week 7","Bachelor 2019"
"375",2019-02-20,0,"PA","@demi_burnett the LaBrant Family @Thesupercole @SavannahSoutas","week 7","Bachelor 2019"
"376",2019-02-20,0.5625,"NJ","@BrettYoungMusic @BachelorABC @colton @caelynnmk @RedRocksCO Aren’t you glad you are not a bachelor any more!","week 7","Bachelor 2019"
"377",2019-02-20,0,"NV","@demi_burnett SARAH BASKA","week 7","Bachelor 2019"
"378",2019-02-20,0,"TN","@demi_burnett @itsbl0ndie / @Jaclynhill / @nguerriero19 / @SavannahSoutas / @ashlynvanhorn 😻😻😻😻","week 7","Bachelor 2019"
"379",2019-02-20,0.2,"MO","@blenditbeauty_ @kristinaschulma @colton @CassieRandolph Absolutely agree they feel threatened by his connection with her","week 7","Bachelor 2019"
"380",2019-02-20,0,"OR","@demi_burnett @charllparkes ♥️♥️♥️","week 7","Bachelor 2019"
"381",2019-02-20,0.5,"NJ","okay but @CassieRandolph and @caelynnmk are my favorite bestfriend’s on tv","week 7","Bachelor 2019"
"382",2019-02-20,0.5,"GA","@demi_burnett Jenna marbles for sure","week 7","Bachelor 2019"
"383",2019-02-20,0.0416666666666667,"TX","I’m just going to go into a little rant about Hannah B. on #thebachelor okay, so besides her little getting into it… https://t.co/5aHqaDeE2b","week 7","Bachelor 2019"
"384",2019-02-20,0.227272727272727,"KY","@demi_burnett @LifeBeingDest so u know to stay lit, stay up, &amp; stay positive ⭐️⭐️⭐️","week 7","Bachelor 2019"
"385",2019-02-21,0,"FL","@demi_burnett @Marianda0523","week 7","Bachelor 2019"
"386",2019-02-21,0.866666666666667,"IN","Happy Birthday to the craziest bitches I’ve never met. You’re absolutely beautiful! Have a great day, @demi_burnett… https://t.co/zcnMB7mNYT","week 7","Bachelor 2019"
"387",2019-02-21,0.866666666666667,"IN","Happy Birthday to the craziest bitch I’ve never met. You’re absolutely beautiful! Have a great day, @demi_burnett 💕 https://t.co/aYM5e326Xq","week 7","Bachelor 2019"
"388",2019-02-21,0.8,"FL","@demi_burnett  happy birthday queen🥳 https://t.co/gQSSSUU8jN","week 7","Bachelor 2019"
"389",2019-02-21,0,"CA","@kyreynoldsmusic @colton @CassieRandolph EWWWWWW","week 7","Bachelor 2019"
"390",2019-02-21,0.4,"TX","happy birthday to a queen, simple. @demi_burnett","week 7","Bachelor 2019"
